step,loss
0,0.05811779946088791
1,0.03777935728430748
2,0.02912876568734646
3,0.03045867569744587
4,0.03561050817370415
5,0.03326183557510376
6,0.04039708897471428
7,0.03264591097831726
8,0.03848588839173317
9,0.0304070096462965
10,0.03246842324733734
11,0.040139831602573395
12,0.04644523561000824
13,0.04122630134224892
14,0.03750354051589966
15,0.015377335250377655
16,0.013645934872329235
17,0.019335290417075157
18,0.06439744681119919
19,0.06096853315830231
20,0.035678114742040634
21,0.021966008469462395
22,0.03415632247924805
23,0.031699806451797485
24,0.027349522337317467
25,0.024964144453406334
26,0.034752171486616135
27,0.05671461671590805
28,0.02163534238934517
29,0.008798016235232353
30,0.02230638824403286
31,0.026379048824310303
32,0.020445557311177254
33,0.018294796347618103
34,0.02170172519981861
35,0.05447835847735405
36,0.03226615488529205
37,0.025406451895833015
38,0.0295307245105505
39,0.024632463231682777
40,0.018768630921840668
41,0.029930757358670235
42,0.017785081639885902
43,0.016957096755504608
44,0.024312088266015053
45,0.04570271819829941
46,0.032697342336177826
47,0.021133985370397568
48,0.021908823400735855
49,0.030531181022524834
50,0.03458087518811226
51,0.04579230397939682
52,0.04338017851114273
53,0.03417106717824936
54,0.0654967725276947
55,0.02728656306862831
56,0.03957224264740944
57,0.06590977311134338
58,0.04005759209394455
59,0.01217442937195301
60,0.026848986744880676
61,0.03266807273030281
62,0.018887005746364594
63,0.042558033019304276
64,0.08796519786119461
65,0.048626501113176346
66,0.03191166743636131
67,0.03956659138202667
68,0.1698877215385437
69,0.05128997191786766
70,0.020842812955379486
71,0.09074106812477112
72,0.03335021436214447
73,0.03519587218761444
74,0.035314518958330154
75,0.03989066183567047
76,0.05810602754354477
77,0.050428956747055054
78,0.052187129855155945
79,0.03418976068496704
80,0.08427794277667999
81,0.025582874193787575
82,0.05475710332393646
83,0.039263807237148285
84,0.029281798750162125
85,0.03090154007077217
86,0.022399354726076126
87,0.01659121923148632
88,0.018996065482497215
89,0.02553040161728859
90,0.014686692506074905
91,0.06446908414363861
92,0.012149324640631676
93,0.015058852732181549
94,0.022670745849609375
95,0.01616903394460678
96,0.00986086018383503
97,0.024319851770997047
98,0.03317280113697052
99,0.0154169462621212
100,0.01494020875543356
101,0.031456079334020615
102,0.02206689864397049
103,0.07742004841566086
104,0.02458043023943901
105,0.038529787212610245
106,0.01963026449084282
107,0.03629840910434723
108,0.02115827240049839
109,0.009037881158292294
110,0.029922347515821457
111,0.01322499942034483
112,0.014646084979176521
113,0.014036254957318306
114,0.013472450897097588
115,0.01955997198820114
116,0.01962549239397049
117,0.05343221127986908
118,0.021019073203206062
119,0.015092596411705017
120,0.03222961351275444
121,0.02225266583263874
122,0.01608876883983612
123,0.01171367708593607
124,0.017967283725738525
125,0.02625567838549614
126,0.016739072278141975
127,0.01012357883155346
128,0.02780706062912941
129,0.025254415348172188
130,0.009670214727520943
131,0.019685933366417885
132,0.008929317817091942
133,0.01508696936070919
134,0.033810362219810486
135,0.02376694232225418
136,0.009049104526638985
137,0.022214673459529877
138,0.008339556865394115
139,0.013681932352483273
140,0.062372274696826935
141,0.0169219970703125
142,0.008191126398742199
143,0.04853621497750282
144,0.033272627741098404
145,0.01839783601462841
146,0.011686102487146854
147,0.001300886389799416
148,0.01039042230695486
149,0.01663893833756447
150,0.006628727074712515
151,0.013051874935626984
152,0.010501262731850147
153,0.011828772723674774
154,0.015396087430417538
155,0.025877751410007477
156,0.006796979811042547
157,0.01056971587240696
158,0.013649588450789452
159,0.02259325422346592
160,0.04455830901861191
161,0.01267912331968546
162,0.006433253642171621
163,0.024331234395503998
164,0.007197212893515825
165,0.007648871745914221
166,0.01547338254749775
167,0.007548060733824968
168,0.011229240335524082
169,0.020156648010015488
170,0.024526171386241913
171,0.01256132498383522
172,0.011882775463163853
173,0.01457672193646431
174,0.014227941632270813
175,0.015887431800365448
176,0.014145821332931519
177,0.005272687412798405
178,0.027296986430883408
179,0.009257898665964603
180,0.020113226026296616
181,0.02207512967288494
182,0.01147777121514082
183,0.04438423365354538
184,0.0166129432618618
185,0.03435704484581947
186,0.01376393623650074
187,0.010282959789037704
188,0.014517351984977722
189,0.045492175966501236
190,0.012225473299622536
191,0.013401582837104797
192,0.012154252268373966
193,0.010787831619381905
194,0.014545431360602379
195,0.008733076974749565
196,0.019913287833333015
197,0.010389091446995735
198,0.010056903585791588
199,0.019934916868805885
200,0.019372833892703056
201,0.005683439318090677
202,0.005679097957909107
203,0.012174408882856369
204,0.004721658769994974
205,0.00869621243327856
206,0.008800097741186619
207,0.007283341139554977
208,0.0075480449013412
209,0.00655520660802722
210,0.006289682351052761
211,0.01370400283485651
212,0.008567500859498978
213,0.01804295927286148
214,0.031828269362449646
215,0.005052048712968826
216,0.014132559299468994
217,0.010079046711325645
218,0.007604267448186874
219,0.01644839532673359
220,0.027061011642217636
221,0.009297381155192852
222,0.043163686990737915
223,0.008595983497798443
224,0.007748093456029892
225,0.0071373749524354935
226,0.014157642610371113
227,0.007018981967121363
228,0.007907655090093613
229,0.015992142260074615
230,0.013253191486001015
231,0.023602837696671486
232,0.006686287000775337
233,0.014159766025841236
234,0.009194081649184227
235,0.018501605838537216
236,0.01731325313448906
237,0.006736901123076677
238,0.004713995847851038
239,0.01042250543832779
240,0.0027187312953174114
241,0.01927940361201763
242,0.01610555686056614
243,0.009937240742146969
244,0.019639693200588226
245,0.01776311919093132
246,0.00845928955823183
247,0.018890690058469772
248,0.010834346525371075
249,0.017924193292856216
250,0.03539648279547691
251,0.009811034426093102
252,0.008913902565836906
253,0.018419619649648666
254,0.011809338815510273
255,0.007520883344113827
256,0.013117564842104912
257,0.050725411623716354
258,0.009571908973157406
259,0.007417046930640936
260,0.005972009152173996
261,0.009162170812487602
262,0.005170705262571573
263,0.01584155112504959
264,0.008230946958065033
265,0.00841683428734541
266,0.007914562709629536
267,0.010561530478298664
268,0.011220701970160007
269,0.010902436450123787
270,0.008383448235690594
271,0.008263202384114265
272,0.00538907153531909
273,0.01007008645683527
274,0.005514013115316629
275,0.005148083437234163
276,0.00413580983877182
277,0.011841106228530407
278,0.01682145521044731
279,0.020791731774806976
280,0.005339060910046101
281,0.009300260804593563
282,0.006842958740890026
283,0.011168141849339008
284,0.008256560191512108
285,0.015957294031977654
286,0.005899474956095219
287,0.008070331066846848
288,0.013636362738907337
289,0.03591759502887726
290,0.005557845812290907
291,0.05543064698576927
292,0.013836953788995743
293,0.008678125217556953
294,0.011026095598936081
295,0.0053701139986515045
296,0.008726036176085472
297,0.005570400506258011
298,0.0147093515843153
299,0.029832731932401657
300,0.013219239190220833
301,0.00945990439504385
302,0.005737111438065767
303,0.0177967119961977
304,0.008215093985199928
305,0.005690386518836021
306,0.00859469547867775
307,0.014290482737123966
308,0.02321174368262291
309,0.0051802778616547585
310,0.006982116959989071
311,0.008126280270516872
312,0.010864166542887688
313,0.006254976615309715
314,0.012964766472578049
315,0.0075754038989543915
316,0.017035122960805893
317,0.005457396153360605
318,0.029268328100442886
319,0.00777388596907258
320,0.010442590340971947
321,0.00993182510137558
322,0.007123100571334362
323,0.0063684964552521706
324,0.007330816239118576
325,0.006297178100794554
326,0.00977722741663456
327,0.006678617559373379
328,0.008037270046770573
329,0.007868721149861813
330,0.013287471607327461
331,0.014654885977506638
332,0.00858903955668211
333,0.010231644846498966
334,0.040494147688150406
335,0.007000546902418137
336,0.013746567070484161
337,0.005999428685754538
338,0.01214789692312479
339,0.010765443556010723
340,0.01097868662327528
341,0.005322934594005346
342,0.008739473298192024
343,0.004910875111818314
344,0.004650893155485392
345,0.006509203929454088
346,0.009009494446218014
347,0.010064169764518738
348,0.0077796196565032005
349,0.00904296338558197
350,0.013867615722119808
351,0.0053878286853432655
352,0.010319000110030174
353,0.015585141256451607
354,0.005172748118638992
355,0.007284776773303747
356,0.010772463865578175
357,0.0170611459761858
358,0.02222556434571743
359,0.006821076385676861
360,0.011171412654221058
361,0.009748563170433044
362,0.022164251655340195
363,0.006567368749529123
364,0.007992961443960667
365,0.010432700626552105
366,0.030372295528650284
367,0.006598813459277153
368,0.006965935695916414
369,0.010550761595368385
370,0.010780133306980133
371,0.00701545923948288
372,0.009382740594446659
373,0.005776221863925457
374,0.005120304878801107
375,0.007916880771517754
376,0.016870275139808655
377,0.013204984366893768
378,0.009433319792151451
379,0.010622933506965637
380,0.005471290089190006
381,0.02534719556570053
382,0.008891087025403976
383,0.013988479971885681
384,0.006702463608235121
385,0.005224648397415876
386,0.008555138483643532
387,0.007585352286696434
388,0.006117211654782295
389,0.0067187026143074036
390,0.012819657102227211
391,0.009190409444272518
392,0.006430715322494507
393,0.009652825072407722
394,0.007318704389035702
395,0.006100509315729141
396,0.01573636382818222
397,0.007796633522957563
398,0.008035075850784779
399,0.007162843830883503
400,0.009180944412946701
401,0.009296745993196964
402,0.011476919054985046
403,0.005549224559217691
404,0.007076903246343136
405,0.007265111897140741
406,0.008764436468482018
407,0.006063873879611492
408,0.011130210012197495
409,0.020438101142644882
410,0.0032774871215224266
411,0.01526612974703312
412,0.012835814617574215
413,0.01250292919576168
414,0.010342415422201157
415,0.006031898315995932
416,0.008141451515257359
417,0.010469119995832443
418,0.005711513105779886
419,0.004940550308674574
420,0.009427515789866447
421,0.005444767419248819
422,0.008887643925845623
423,0.010205943137407303
424,0.01260201632976532
425,0.011648920364677906
426,0.009681303054094315
427,0.002917154226452112
428,0.023131433874368668
429,0.012475787661969662
430,0.0043029156513512135
431,0.0044958763755857944
432,0.00989900715649128
433,0.0025915817823261023
434,0.025252047926187515
435,0.007882323116064072
436,0.03234341740608215
437,0.013548120856285095
438,0.005106602795422077
439,0.005070652347058058
440,0.004591984674334526
441,0.007429894059896469
442,0.004515049513429403
443,0.013821101747453213
444,0.014791090972721577
445,0.007056831382215023
446,0.007108777761459351
447,0.005083770956844091
448,0.008259737864136696
449,0.009924089536070824
450,0.005337678827345371
451,0.005267868749797344
452,0.0055498844012618065
453,0.010154813528060913
454,0.009432323276996613
455,0.005940043833106756
456,0.010065602138638496
457,0.005216178484261036
458,0.010548202320933342
459,0.006912425626069307
460,0.014974264428019524
461,0.005558819510042667
462,0.011646163649857044
463,0.010808581486344337
464,0.014272360131144524
465,0.03946453332901001
466,0.010241689160466194
467,0.005422263406217098
468,0.006775306537747383
469,0.007065141573548317
470,0.004478455521166325
471,0.013906149193644524
472,0.01525249145925045
473,0.029340991750359535
474,0.007303295657038689
475,0.00999618973582983
476,0.007961600087583065
477,0.00664172787219286
478,0.007175376173108816
479,0.01392191182821989
480,0.008378025144338608
481,0.008118493482470512
482,0.007192421704530716
483,0.018287701532244682
484,0.008198252879083157
485,0.007046584039926529
486,0.009976898320019245
487,0.006479101255536079
488,0.01915721409022808
489,0.006271549500524998
490,0.012462565675377846
491,0.013069575652480125
492,0.00802204292267561
493,0.008157843723893166
494,0.0060371034778654575
495,0.008244037628173828
496,0.007440358400344849
497,0.008372806012630463
498,0.01155279204249382
499,0.011890493333339691
500,0.01161134708672762
501,0.001721612410619855
502,0.008674579672515392
503,0.008095846511423588
504,0.006976503413170576
505,0.006783733144402504
506,0.008520383387804031
507,0.006909154821187258
508,0.007273892872035503
509,0.009625362232327461
510,0.009618397802114487
511,0.0073239970952272415
512,0.012754648923873901
513,0.02023707702755928
514,0.010194685310125351
515,0.00797994714230299
516,0.008678755722939968
517,0.008752800524234772
518,0.005033033899962902
519,0.010997588746249676
520,0.009504897519946098
521,0.006177834700793028
522,0.006513992324471474
523,0.004275938495993614
524,0.007664664648473263
525,0.006223977543413639
526,0.01052412111312151
527,0.010304393246769905
528,0.0050016408786177635
529,0.015521692112088203
530,0.007297039031982422
531,0.009499916806817055
532,0.006090844981372356
533,0.008040394634008408
534,0.008474874310195446
535,0.0067221601493656635
536,0.012689599767327309
537,0.007128668483346701
538,0.007650275249034166
539,0.005052674561738968
540,0.015261253342032433
541,0.02327992394566536
542,0.006815871223807335
543,0.005369557533413172
544,0.005912113003432751
545,0.030016254633665085
546,0.005937090143561363
547,0.021050404757261276
548,0.0065188282169401646
549,0.007310965098440647
550,0.014447594992816448
551,0.004109551198780537
552,0.026602327823638916
553,0.006569581106305122
554,0.026102639734745026
555,0.004898417741060257
556,0.007853668183088303
557,0.008397181518375874
558,0.014468385837972164
559,0.0034797925036400557
560,0.008734588511288166
561,0.004872313234955072
562,0.0060762669891119
563,0.0067883701995015144
564,0.019198663532733917
565,0.007125683128833771
566,0.015351759269833565
567,0.004925831686705351
568,0.010889062657952309
569,0.008475357666611671
570,0.02179155871272087
571,0.012557643465697765
572,0.010785458609461784
573,0.006156540475785732
574,0.008412064984440804
575,0.005225244909524918
576,0.005894222296774387
577,0.006525364238768816
578,0.00597469974309206
579,0.008180007338523865
580,0.006550947669893503
581,0.011064611375331879
582,0.001747572678141296
583,0.006643369793891907
584,0.009383123368024826
585,0.027475256472826004
586,0.007314297836273909
587,0.009457389824092388
588,0.005072951316833496
589,0.0070129442028701305
590,0.01130053773522377
591,0.008114210329949856
592,0.009469354525208473
593,0.005009911488741636
594,0.010232983157038689
595,0.004086301662027836
596,0.008697750978171825
597,0.008054511621594429
598,0.007142491172999144
599,0.0046296678483486176
600,0.02168155647814274
601,0.012474678456783295
602,0.0068947868421673775
603,0.012944834306836128
604,0.01159228291362524
605,0.0068099116906523705
606,0.008584181778132915
607,0.017421899363398552
608,0.007076367735862732
609,0.007778780069202185
610,0.0070940242148935795
611,0.009466907940804958
612,0.01006983406841755
613,0.007337339222431183
614,0.004821016453206539
615,0.005643103271722794
616,0.010499783791601658
617,0.013922065496444702
618,0.0067895278334617615
619,0.010375493206083775
620,0.006505704950541258
621,0.006273300852626562
622,0.005727785639464855
623,0.007269119378179312
624,0.009496714919805527
625,0.004497308749705553
626,0.010987883433699608
627,0.010905910283327103
628,0.016665946692228317
629,0.009457515552639961
630,0.013854493387043476
631,0.009687419049441814
632,0.008978293277323246
633,0.00960741937160492
634,0.007712089456617832
635,0.007132851984351873
636,0.007452388294041157
637,0.01853313110768795
638,0.007598286494612694
639,0.008625781163573265
640,0.005653989501297474
641,0.009588661603629589
642,0.008058355189859867
643,0.00560352997854352
644,0.014077757485210896
645,0.00391644611954689
646,0.010450230911374092
647,0.007274968549609184
648,0.007264927960932255
649,0.008060537278652191
650,0.011072012595832348
651,0.013867673464119434
652,0.004851896315813065
653,0.007085549179464579
654,0.02140919864177704
655,0.004224839620292187
656,0.010211313143372536
657,0.014428875409066677
658,0.009878354147076607
659,0.018639590591192245
660,0.007258670404553413
661,0.00279465620405972
662,0.009320748969912529
663,0.01345117762684822
664,0.009919452480971813
665,0.006587848998606205
666,0.005320644471794367
667,0.005932308267802
668,0.009224546141922474
669,0.012834703549742699
670,0.01281668059527874
671,0.006507657002657652
672,0.006656528450548649
673,0.010458097793161869
674,0.007118599023669958
675,0.014347802847623825
676,0.023938901722431183
677,0.009153952822089195
678,0.003937823697924614
679,0.006719822529703379
680,0.007804613560438156
681,0.017978809773921967
682,0.005192231386899948
683,0.008100942708551884
684,0.006871980614960194
685,0.0074595678597688675
686,0.0149527071043849
687,0.01030036248266697
688,0.01368612702935934
689,0.007941028103232384
690,0.006977935321629047
691,0.008192603476345539
692,0.006417842116206884
693,0.011907195672392845
694,0.006605359725654125
695,0.005652334541082382
696,0.004339500796049833
697,0.0045670922845602036
698,0.011809523217380047
699,0.01193271204829216
700,0.007785887457430363
701,0.0076497080735862255
702,0.008550906553864479
703,0.008796856738626957
704,0.005154676269739866
705,0.007884575985372066
706,0.007721021771430969
707,0.00865573063492775
708,0.00890184473246336
709,0.010590452700853348
710,0.006493166089057922
711,0.003843101905658841
712,0.007824035361409187
713,0.003980583045631647
714,0.008337986655533314
715,0.018012816086411476
716,0.007379837334156036
717,0.030395328998565674
718,0.003817549906671047
719,0.007970607839524746
720,0.009434742853045464
721,0.004874696489423513
722,0.007777632214128971
723,0.025812260806560516
724,0.012007523328065872
725,0.006708730943500996
726,0.01967386156320572
727,0.01726517267525196
728,0.0043739741668105125
729,0.004619600251317024
730,0.009523935616016388
731,0.010302973911166191
732,0.010346722789108753
733,0.014849625527858734
734,0.007896731607615948
735,0.008033505640923977
736,0.005453086458146572
737,0.011310311034321785
738,0.006413938477635384
739,0.017682580277323723
740,0.0028080716729164124
741,0.006299945991486311
742,0.006946902256458998
743,0.007938886061310768
744,0.005722293630242348
745,0.004459135700017214
746,0.0030432799831032753
747,0.006853261962532997
748,0.004516580607742071
749,0.012478248216211796
750,0.003634531982243061
751,0.0034788339398801327
752,0.008387463167309761
753,0.0067564756609499454
754,0.006052024196833372
755,0.008051827549934387
756,0.007435566280037165
757,0.007913986220955849
758,0.008467471227049828
759,0.004490232095122337
760,0.00865987129509449
761,0.004222316201776266
762,0.015606152825057507
763,0.012470154091715813
764,0.0030872076749801636
765,0.01140398159623146
766,0.007549775764346123
767,0.005196926649659872
768,0.0042524379678070545
769,0.013347562402486801
770,0.005810783244669437
771,0.02094847336411476
772,0.0054845307022333145
773,0.0051643638871610165
774,0.01176788192242384
775,0.0041992999613285065
776,0.008693477138876915
777,0.008022390305995941
778,0.006256371736526489
779,0.004595821723341942
780,0.00397217832505703
781,0.007870476692914963
782,0.01316904928535223
783,0.008797847665846348
784,0.005674197804182768
785,0.008030529133975506
786,0.006028990726917982
787,0.014366683550179005
788,0.011543851345777512
789,0.011790821328759193
790,0.014106298796832561
791,0.011370941065251827
792,0.009002218954265118
793,0.004543718881905079
794,0.0032539034727960825
795,0.01899959146976471
796,0.011055782437324524
797,0.003985685762017965
798,0.009837646037340164
799,0.011098780669271946
800,0.011010108515620232
801,0.0041771940886974335
802,0.010223287157714367
803,0.011594830080866814
804,0.020322397351264954
805,0.009664622135460377
806,0.008253063075244427
807,0.004278065636754036
808,0.007362023461610079
809,0.00795250479131937
810,0.004332263953983784
811,0.004517963156104088
812,0.008613985031843185
813,0.009818797931075096
814,0.0037240777164697647
815,0.0058763595297932625
816,0.0035239995922893286
817,0.015819456428289413
818,0.004525419790297747
819,0.007865429855883121
820,0.004515224136412144
821,0.003916262648999691
822,0.006574525032192469
823,0.006212220527231693
824,0.006778853479772806
825,0.003636174602434039
826,0.005182952620089054
827,0.006847734097391367
828,0.005935426335781813
829,0.025826115161180496
830,0.009369494393467903
831,0.007557565346360207
832,0.008545437827706337
833,0.006921089719980955
834,0.009456236846745014
835,0.01794794201850891
836,0.0045457021333277225
837,0.006859354209154844
838,0.004871753044426441
839,0.0079360855743289
840,0.009005706757307053
841,0.008190874941647053
842,0.0025087003596127033
843,0.007864171639084816
844,0.006414566654711962
845,0.011637520976364613
846,0.007592603098601103
847,0.007771275471895933
848,0.012338092550635338
849,0.0068024564534425735
850,0.015534408390522003
851,0.006323805078864098
852,0.01660088263452053
853,0.010797221213579178
854,0.0042218538001179695
855,0.007877596653997898
856,0.007948520593345165
857,0.0066143968142569065
858,0.0033133267425000668
859,0.005605775862932205
860,0.004564858973026276
861,0.004916587378829718
862,0.003593376837670803
863,0.0057390546426177025
864,0.0057784076780080795
865,0.010001146234571934
866,0.0031468456145375967
867,0.008986339904367924
868,0.00621769530698657
869,0.015685543417930603
870,0.014336643740534782
871,0.004800161812454462
872,0.008227488957345486
873,0.006810944527387619
874,0.0030368627049028873
875,0.007245589513331652
876,0.007831539958715439
877,0.004292204976081848
878,0.0045939600095152855
879,0.004795708693563938
880,0.007581331767141819
881,0.004992934875190258
882,0.005019133444875479
883,0.006556023843586445
884,0.006833354476839304
885,0.004483506083488464
886,0.006960549391806126
887,0.010476075112819672
888,0.00909595936536789
889,0.010349627584218979
890,0.005004757083952427
891,0.006976833567023277
892,0.014257260598242283
893,0.01085643284022808
894,0.006272883154451847
895,0.0057457927614450455
896,0.01071008387953043
897,0.017085738480091095
898,0.01068885251879692
899,0.006692787632346153
900,0.0125531405210495
901,0.008961766958236694
902,0.006842554546892643
903,0.005410335026681423
904,0.012068028561770916
905,0.013434253633022308
906,0.007409107405692339
907,0.003447729628533125
908,0.0036872539203613997
909,0.0037891482934355736
910,0.005682958755642176
911,0.0056248921900987625
912,0.005546495784074068
913,0.005034708883613348
914,0.009174170903861523
915,0.01737847551703453
916,0.005338373128324747
917,0.0144853126257658
918,0.008794024586677551
919,0.006807934958487749
920,0.017760958522558212
921,0.005692258011549711
922,0.005892270710319281
923,0.0045867119915783405
924,0.0041600666008889675
925,0.01258419081568718
926,0.004065139219164848
927,0.012478039599955082
928,0.005102510564029217
929,0.02089681662619114
930,0.008945977315306664
931,0.004330210853368044
932,0.007135649211704731
933,0.008021069690585136
934,0.005375250242650509
935,0.004507428500801325
936,0.009173479862511158
937,0.005791965872049332
938,0.0015222474467009306
939,0.005696647800505161
940,0.008187561295926571
941,0.0038150514010339975
942,0.005018997471779585
943,0.007334924302995205
944,0.0040876660495996475
945,0.009672453626990318
946,0.005162786692380905
947,0.0055472757667303085
948,0.0036346260458230972
949,0.008600271306931973
950,0.011895417235791683
951,0.0065290480852127075
952,0.00719859404489398
953,0.022799167782068253
954,0.005911840125918388
955,0.008645040914416313
956,0.00678024347871542
957,0.007924871519207954
958,0.007051109801977873
959,0.006849665194749832
960,0.00824765395373106
961,0.00661508971825242
962,0.00750228064134717
963,0.0069848960265517235
964,0.011672048829495907
965,0.011008278466761112
966,0.009854531846940517
967,0.006742123980075121
968,0.00533784506842494
969,0.01637875661253929
970,0.014601616188883781
971,0.002192867686972022
972,0.004116760566830635
973,0.0036140852607786655
974,0.002384716644883156
975,0.007855784147977829
976,0.004245555028319359
977,0.007832148112356663
978,0.005685418378561735
979,0.006935416720807552
980,0.006010258104652166
981,0.006840169429779053
982,0.00516803003847599
983,0.0044630710035562515
984,0.008952840231359005
985,0.007157388608902693
986,0.005220905877649784
987,0.006250821985304356
988,0.005201577674597502
989,0.005827952176332474
990,0.005429478827863932
991,0.017000868916511536
992,0.007076106034219265
993,0.010826604440808296
994,0.004656615667045116
995,0.017659945413470268
996,0.014569208025932312
997,0.005935417488217354
998,0.0070429896004498005
999,0.004094747826457024
